artist_name,artist_nationality,artist_birth_year,artist_death_year,auction_house,auction_sale_id,auction_department,auction_location,auction_date,auction_currency,exchange_rate_to_usd,auction_lot_count,lot_id,lot_place_in_auction,lot_description,lot_link,work_title,work_medium,work_execution_year,work_dimensions,work_height,work_width,work_depth,work_measurement_unit,hammer_price,buyers_premium,estimate_low,estimate_high
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,708,105,"Andy Warhol (1928-1987)
Hammer and Sickle
signed and dedicated 'to Henry G Andy Warhol 1979' (on the overlap)
synthetic polymer and silkscreen ink on canvas
15 x 19 in. (38.1 x 48.3 cm.)
Painted in 1976.",https://www.christies.com/lotfinder/paintings/andy-warhol-hammer-and-sickle-6173001-details.aspx,Hammer And Sickle,print,1976,15 x 19 in (38.1 x 48.3 cm),38.1,48.3,-1,cm,380000,88500,300000,500000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,742,134,"Andy Warhol (1928-1987)
Skull
stamped with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps and numbered '86.004' (on the reverse)
graphite on paper
20 5/8 x 28 1/8 in. (52.3 x 71.4 cm.)
Drawn circa 1976.",https://www.christies.com/lotfinder/drawings-watercolors/andy-warhol-skull-6173035-details.aspx,Skull,drawing,1976,20 5/8 x 28 1/8 in (52.3 x 71.4 cm),52.3,71.4,-1,cm,210000,52500,30000,50000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,740,133,"Andy Warhol (1928-1987)
VIP Ticket - Studio 54
stamped with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps and numbered 'VF PA88.008' (on the reverse)
synthetic polymer and silkscreen ink on canvas
26 x 14 1/8 in. (66 x 35.9 cm.)
Painted in 1976.",https://www.christies.com/lotfinder/paintings/andy-warhol-vip-ticket-studio-54-6173033-details.aspx,Vip Ticket - Studio 54,print,1976,26 x 14 1/8 in (66 x 35.9 cm),66,35.9,-1,cm,65000,16250,70000,90000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,706,103,"Andy Warhol (1928-1987)
Jackie
signed 'Andy Warhol' (on the overlap)
synthetic polymer and silkscreen ink on canvas
20 x 16 1/8 in. (50.8 x 41 cm.)
Painted in 1964.",https://www.christies.com/lotfinder/paintings/andy-warhol-jackie-6172999-details.aspx,Jackie,print,1964,20 x 16 1/8 in (50.8 x 41 cm),50.8,41,-1,cm,790000,170500,800000,1200000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,739,140,"Andy Warhol (1928-1987)
Paul Delvaux
stamped twice with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps and numbered twice 'PO50.736' (on the overlap); numbered again 'PO50.736' (on the stretcher)
synthetic polymer and silkscreen inks on canvas
40 x 40 in. (101.6 x 101.6 cm.)
Painted in 1981.",https://www.christies.com/lotfinder/paintings/andy-warhol-paul-delvaux-6173032-details.aspx,Paul Delvaux,print,1981,40 x 40 in (101.6 x 101.6 cm),101.6,101.6,-1,cm,-1,0,120000,180000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,743,135,"Andy Warhol (1928-1987)
Still Life (Hammer and Sickle)
stamped with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps and numbered 'VF 31.003' (on the reverse)
graphite on paper
20 ½ x 28 1/8 in. (52 x 71.4 cm.)
Drawn circa 1977.",https://www.christies.com/lotfinder/drawings-watercolors/andy-warhol-still-life-6173036-details.aspx,Still Life (Hammer And Sickle),drawing,1977,20  1/2 x 28 1/8 in (52 x 71.4 cm),52,71.4,-1,cm,85000,21250,20000,30000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,708,105,"Andy Warhol (1928-1987)
Hammer and Sickle
signed and dedicated 'to Henry G Andy Warhol 1979' (on the overlap)
synthetic polymer and silkscreen ink on canvas
15 x 19 in. (38.1 x 48.3 cm.)
Painted in 1976.",https://www.christies.com/lotfinder/paintings/andy-warhol-hammer-and-sickle-6173001-details.aspx,Hammer And Sickle,print,1976,15 x 19 in (38.1 x 48.3 cm),38.1,48.3,-1,cm,380000,88500,300000,500000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,715,112,"Andy Warhol (1928-1987)
Heart Shaped Candy Box (True Love)
signed, inscribed, dedicated and dated 'TO LIZA H.B. March 12 Andy Warhol 84' (on the overlap)
synthetic polymer and silkscreen ink on canvas
10 1/8 x 8 in. (25.7 x 20.3 cm.)
Painted in 1984.",https://www.christies.com/lotfinder/paintings/andy-warhol-heart-shaped-candy-box-6173008-details.aspx,Heart Shaped Candy Box (True Love),print,1984,10 1/8 x 8 in (25.7 x 20.3 cm),25.7,20.3,-1,cm,250000,62500,100000,150000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,743,135,"Andy Warhol (1928-1987)
Still Life (Hammer and Sickle)
stamped with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps and numbered 'VF 31.003' (on the reverse)
graphite on paper
20 ½ x 28 1/8 in. (52 x 71.4 cm.)
Drawn circa 1977.",https://www.christies.com/lotfinder/drawings-watercolors/andy-warhol-still-life-6173036-details.aspx,Still Life (Hammer And Sickle),drawing,1977,20  1/2 x 28 1/8 in (52 x 71.4 cm),52,71.4,-1,cm,85000,21250,20000,30000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,717,114,"Andy Warhol (1928-1987)
Marilyn (Reversal)
stamped with artist's signature 'Andy Warhol' (on the reverse); signed and inscribed by Frederick Hughes 'I certify that this is an original painting by Andy Warhol completed by him in 1986 - Frederick A Hughes' (on the overlap)
synthetic polymer and silkscreen ink on canvas
18 x 14 in. (45.7 x 35.6 cm.)
Painted in 1979-1986.",https://www.christies.com/lotfinder/paintings/andy-warhol-marilyn-6173010-details.aspx,Marilyn (Reversal),print,1979,18 x 14 in (45.7 x 35.6 cm),45.7,35.6,-1,cm,1100000,232500,1000000,1500000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,705,102,"Andy Warhol (1928-1987)
Dollar Sign
signed, dedicated and dated 'Marina Schiano Andy Warhol 81' (on the overlap)
synthetic polymer and silkscreen ink on canvas
10 x 8 in. (25.4 x 20.3 cm.)
Painted in 1981.",https://www.christies.com/lotfinder/paintings/andy-warhol-dollar-sign-6172998-details.aspx,Dollar Sign,print,1981,10 x 8 in (25.4 x 20.3 cm),25.4,20.3,-1,cm,330000,78500,250000,350000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,742,134,"Andy Warhol (1928-1987)
Skull
stamped with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps and numbered '86.004' (on the reverse)
graphite on paper
20 5/8 x 28 1/8 in. (52.3 x 71.4 cm.)
Drawn circa 1976.",https://www.christies.com/lotfinder/drawings-watercolors/andy-warhol-skull-6173035-details.aspx,Skull,drawing,1976,20 5/8 x 28 1/8 in (52.3 x 71.4 cm),52.3,71.4,-1,cm,210000,52500,30000,50000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,741,142,"Andy Warhol (1928-1987)
Lobster
stamped twice with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps and numbered 'VF PA26.004' (on the overlap)
synthetic polymer and silkscreen ink on canvas
20 x 16 in. (50.8 x 40.6 cm)
Painted in 1982.",https://www.christies.com/lotfinder/paintings/andy-warhol-lobster-6173034-details.aspx,Lobster,print,1982,20 x 16 in (50.8 x 40.6 cm),50.8,40.6,-1,cm,-1,0,200000,250000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,733,128,"Andy Warhol (1928 - 1987) 
Kay Fortson (An American Lady)
signed, stamped with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps, numbered and dated 'Andy Warhol 1976 VF PO50.329' (on the overlap)
synthetic polymer and silkscreen ink on canvas
40 x 40 in. (101.6 x 101.6 cm.)
Painted in 1976.",https://www.christies.com/lotfinder/paintings/andy-warhol-kay-fortson-6173026-details.aspx,Kay Fortson (An American Lady),print,1976,40 x 40 in (101.6 x 101.6 cm),101.6,101.6,-1,cm,874792,187458,500000,700000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,707,104,"Andy Warhol (1928-1987)
Gun
stamped with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps (on the overlap); numbered 'PA15.024' (on the stretcher); stamped again with Andy Warhol Foundation for the Visual Arts, Inc. stamp (on the reverse)
synthetic polymer and silkscreen ink on canvas
16 x 19 7/8 in. (40.6 x 50.5 cm.)
Painted in 1981-1982.",https://www.christies.com/lotfinder/paintings/andy-warhol-gun-6173000-details.aspx,Gun,print,1981,16 x 19 7/8 in (40.6 x 50.5 cm),40.6,50.5,-1,cm,750000,162500,600000,800000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,717,114,"Andy Warhol (1928-1987)
Marilyn (Reversal)
stamped with artist's signature 'Andy Warhol' (on the reverse); signed and inscribed by Frederick Hughes 'I certify that this is an original painting by Andy Warhol completed by him in 1986 - Frederick A Hughes' (on the overlap)
synthetic polymer and silkscreen ink on canvas
18 x 14 in. (45.7 x 35.6 cm.)
Painted in 1979-1986.",https://www.christies.com/lotfinder/paintings/andy-warhol-marilyn-6173010-details.aspx,Marilyn (Reversal),print,1979,18 x 14 in (45.7 x 35.6 cm),45.7,35.6,-1,cm,1100000,232500,1000000,1500000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,705,102,"Andy Warhol (1928-1987)
Dollar Sign
signed, dedicated and dated 'Marina Schiano Andy Warhol 81' (on the overlap)
synthetic polymer and silkscreen ink on canvas
10 x 8 in. (25.4 x 20.3 cm.)
Painted in 1981.",https://www.christies.com/lotfinder/paintings/andy-warhol-dollar-sign-6172998-details.aspx,Dollar Sign,print,1981,10 x 8 in (25.4 x 20.3 cm),25.4,20.3,-1,cm,330000,78500,250000,350000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,706,103,"Andy Warhol (1928-1987)
Jackie
signed 'Andy Warhol' (on the overlap)
synthetic polymer and silkscreen ink on canvas
20 x 16 1/8 in. (50.8 x 41 cm.)
Painted in 1964.",https://www.christies.com/lotfinder/paintings/andy-warhol-jackie-6172999-details.aspx,Jackie,print,1964,20 x 16 1/8 in (50.8 x 41 cm),50.8,41,-1,cm,790000,170500,800000,1200000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,707,104,"Andy Warhol (1928-1987)
Gun
stamped with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps (on the overlap); numbered 'PA15.024' (on the stretcher); stamped again with Andy Warhol Foundation for the Visual Arts, Inc. stamp (on the reverse)
synthetic polymer and silkscreen ink on canvas
16 x 19 7/8 in. (40.6 x 50.5 cm.)
Painted in 1981-1982.",https://www.christies.com/lotfinder/paintings/andy-warhol-gun-6173000-details.aspx,Gun,print,1981,16 x 19 7/8 in (40.6 x 50.5 cm),40.6,50.5,-1,cm,750000,162500,600000,800000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,733,128,"Andy Warhol (1928 - 1987) 
Kay Fortson (An American Lady)
signed, stamped with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps, numbered and dated 'Andy Warhol 1976 VF PO50.329' (on the overlap)
synthetic polymer and silkscreen ink on canvas
40 x 40 in. (101.6 x 101.6 cm.)
Painted in 1976.",https://www.christies.com/lotfinder/paintings/andy-warhol-kay-fortson-6173026-details.aspx,Kay Fortson (An American Lady),print,1976,40 x 40 in (101.6 x 101.6 cm),101.6,101.6,-1,cm,874792,187458,500000,700000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,744,136,"Andy Warhol (1928-1987)
Angel
stamped with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps and numbered 'VF 323.014' (on the reverse)
ink and tempera on paper
28 5/8 x 22 5/8 in. (72.7 x 57.4 cm.)
Executed circa 1959.",https://www.christies.com/lotfinder/drawings-watercolors/andy-warhol-angel-6173037-details.aspx,Angel,painting,1959,28 5/8 x 22 5/8 in (72.7 x 57.4 cm),72.7,57.4,-1,cm,30000,7500,30000,40000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,713,110,"Andy Warhol (1928-1987)
Flowers
signed and dated 'ANDY WARHOL 64' (on the overlap)
synthetic polymer and silkscreen ink on canvas
5 x 5 in. (12.7 x 12.7 cm.)
Painted in 1964.",https://www.christies.com/lotfinder/paintings/andy-warhol-flowers-6173006-details.aspx,Flowers,print,1964,5 x 5 in (12.7 x 12.7 cm),12.7,12.7,-1,cm,210000,52500,150000,200000
Andy Warhol,American,1928,1987,Christies,15975,Post-War & Contemporary,New York,2018-11-16T00:00:00,USD,1,169,744,136,"Andy Warhol (1928-1987)
Angel
stamped with the Estate of Andy Warhol and the Andy Warhol Foundation for the Visual Arts, Inc. stamps and numbered 'VF 323.014' (on the reverse)
ink and tempera on paper
28 5/8 x 22 5/8 in. (72.7 x 57.4 cm.)
Executed circa 1959.",https://www.christies.com/lotfinder/drawings-watercolors/andy-warhol-angel-6173037-details.aspx,Angel,painting,1959,28 5/8 x 22 5/8 in (72.7 x 57.4 cm),72.7,57.4,-1,cm,30000,7500,30000,40000
Andy Warhol,American,1928,1987,Sothebys,N09933,Post-War & Contemporary,New York,2018-11-15T15:00:00.076000,USD,1,338,447,223,"
                        acrylic and silkscreen ink on canvas<br>each: 20 by 16 in.   50.8 by 40.6 cm.<br>Executed in&nbsp;1985-1986.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-sale-n09933/lot.447.html,I. Repent And Sin No More! (Positive) Ii. Repent And Sin No More! (Negative) [Two Works],print,1986,20 by 16 in (50.8 by 40.6 cm),50.8,40.6,-1,cm,197917,39583,100000,150000
Andy Warhol,American,1928,1987,Phillips,NY010718,Post-War & Contemporary,New York,2018-11-15T00:00:00,USD,1,41,13,13,"{'medium': 'synthetic polymer and silkscreen ink on canvas', 'dimensions': '70 1/8 x 90 1/4 in. (178.1 x 229.2 cm.)'}",https://www.phillips.com/detail/ANDY-WARHOL/NY010718/13,Gun,print,-1,70 1/8 x 90 1/4 in. (178.1 x 229.2 cm.),178.1,229.2,-1,cm,-1,1,7000000,10000000
Andy Warhol,American,1928,1987,Sothebys,N09933,Post-War & Contemporary,New York,2018-11-15T15:00:00.076000,USD,1,338,448,224,"
                        silkscreen ink on canvas<br>16 by 20 in.   40.6 by 50.8 cm.<br>Executed in 1985-1986.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-sale-n09933/lot.448.html,Hamburger,print,1986,16 by 20 in (40.6 by 50.8 cm),40.6,50.8,-1,cm,145833,29167,120000,150000
Andy Warhol,American,1928,1987,Christies,15974,Post-War & Contemporary,New York,2018-11-15T00:00:00,USD,1,51,46C,39,"Andy Warhol (1928-1987)
Tunafish Disaster
signed and dated 'Andy Warhol 1963' (on the reverse)
silkscreen ink and silver paint on linen
52 x 52 in. (132.1 x 132.1 cm.)
Painted in 1963.",https://www.christies.com/lotfinder/paintings/andy-warhol-tunafish-disaster-6171904-details.aspx,Tunafish Disaster,print,1963,52 x 52 in (132.1 x 132.1 cm),132.1,132.1,-1,cm,-1,0,4000000,6000000
Andy Warhol,American,1928,1987,Sothebys,N09933,Post-War & Contemporary,New York,2018-11-15T15:00:00.076000,USD,1,338,541,317,"
                        signed and dated <em>86</em> on the reverse&nbsp;<br>acrylic and silkscreen ink on canvas<br>20 by 20 in.   50.8 by 50.8 cm.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-sale-n09933/lot.541.html,Campbell'S Soup Box: Noodle Soup,print,1950,20 by 20 in (50.8 by 50.8 cm),50.8,50.8,-1,cm,-1,0,120000,180000
Andy Warhol,American,1928,1987,Christies,15974,Post-War & Contemporary,New York,2018-11-15T00:00:00,USD,1,51,49C,48,"Andy Warhol (1928-1987)
Jackie
signed 'Andy Warhol' (on the reverse); signed again twice 'Andy Warhol' (on the overlap)
synthetic polymer and silkscreen ink on canvas
20 x 16 in. (50.5 x 40.6 cm.)
Painted in 1964.",https://www.christies.com/lotfinder/paintings/andy-warhol-jackie-6171907-details.aspx,Jackie,print,1964,20 x 16 in (50.5 x 40.6 cm),50.5,40.6,-1,cm,-1,0,800000,1200000
Andy Warhol,American,1928,1987,Sothebys,N09933,Post-War & Contemporary,New York,2018-11-15T15:00:00.076000,USD,1,338,542,318,"
                        signed and dated <em>86</em> on the reverse&nbsp;<br>acrylic and silkscreen ink on canvas<br>20 by 20 in.   50.8 by 50.8 cm.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-sale-n09933/lot.542.html,Campbell'S Soup Box: Chicken Rice,print,1950,20 by 20 in (50.8 by 50.8 cm),50.8,50.8,-1,cm,-1,0,120000,180000
Andy Warhol,American,1928,1987,Christies,15974,Post-War & Contemporary,New York,2018-11-15T00:00:00,USD,1,51,51C,44,"Andy Warhol (1928-1987)
Birth of Venus (After Botticelli)
signed 'Andy Warhol' (on the overlap)
acrylic and silkscreen ink on canvas
48 x 72 in. (122 x 183 cm.)
Painted in 1984.",https://www.christies.com/lotfinder/paintings/andy-warhol-birth-of-venus-6171909-details.aspx,Birth Of Venus (After Botticelli),print,1984,48 x 72 in (122 x 183 cm),122,183,-1,cm,-1,0,2500000,3500000
Andy Warhol,American,1928,1987,Sothebys,N09933,Post-War & Contemporary,New York,2018-11-15T15:00:00.076000,USD,1,338,548,324,"
                        acrylic and silkscreen ink on canvas<br>10 by 8 in.   25.4 by 20.3 cm.<br>Executed in 1981.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-sale-n09933/lot.548.html,Dollar Sign,print,1981,10 by 8 in (25.4 by 20.3 cm),25.4,20.3,-1,cm,-1,0,250000,350000
Andy Warhol,American,1928,1987,Christies,15974,Post-War & Contemporary,New York,2018-11-15T00:00:00,USD,1,51,43C,37,"Andy Warhol (1928-1987)
Do it Yourself (Violin)
signed and dated 'ANDY WARHOL / 62' (on the reverse)
graphite and colored pencil on paper
30 x 40 in. (76.2 x 101.6 cm.)
Drawn in 1962.",https://www.christies.com/lotfinder/drawings-watercolors/andy-warhol-do-it-yourself-6171901-details.aspx,Do It Yourself (Violin),drawing,1962,30 x 40 in (76.2 x 101.6 cm),76.2,101.6,-1,cm,-1,0,5000000,7000000
Andy Warhol,American,1928,1987,Sothebys,N09933,Post-War & Contemporary,New York,2018-11-15T15:00:00.076000,USD,1,338,161,60,"
                        signed and dated&nbsp;<em>64</em> on the overlap<br>acrylic and silkscreen ink on canvas<br>8 by 8 in.   20.3 by 20.3 cm.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-sale-n09933/lot.161.html,Flowers,print,1920,8 by 8 in (20.3 by 20.3 cm),20.3,20.3,-1,cm,197917,39583,200000,300000
Andy Warhol,American,1928,1987,Christies,15974,Post-War & Contemporary,New York,2018-11-15T00:00:00,USD,1,51,46C,45,"Andy Warhol (1928-1987)
Tunafish Disaster
signed and dated 'Andy Warhol 1963' (on the reverse)
silkscreen ink and silver paint on linen
52 x 52 in. (132.1 x 132.1 cm.)
Painted in 1963.",https://www.christies.com/lotfinder/paintings/andy-warhol-tunafish-disaster-6171904-details.aspx,Tunafish Disaster,print,1963,52 x 52 in (132.1 x 132.1 cm),132.1,132.1,-1,cm,-1,0,4000000,6000000
Andy Warhol,American,1928,1987,Sothebys,N09933,Post-War & Contemporary,New York,2018-11-15T15:00:00.076000,USD,1,338,163,62,"
                        acrylic and silkscreen ink on&nbsp;canvas<br>8 5/8  by 39 1/8  in.   21.9 by 99.4 cm.<br>Executed in 1962.<br>",http://www.sothebys.com/en/auctions/ecatalogue/2018/contemporary-art-day-sale-n09933/lot.163.html,One Dollar Bills (Backs),print,1962,8 5/8  by 39 1/8  in (21.9 by 99.4 cm),21.9,99.4,-1,cm,-1,0,400000,600000
Andy Warhol,American,1928,1987,Christies,15974,Post-War & Contemporary,New York,2018-11-15T00:00:00,USD,1,51,43C,42,"Andy Warhol (1928-1987)
Do it Yourself (Violin)
signed and dated 'ANDY WARHOL / 62' (on the reverse)
graphite and colored pencil on paper
30 x 40 in. (76.2 x 101.6 cm.)
Drawn in 1962.",https://www.christies.com/lotfinder/drawings-watercolors/andy-warhol-do-it-yourself-6171901-details.aspx,Do It Yourself (Violin),drawing,1962,30 x 40 in (76.2 x 101.6 cm),76.2,101.6,-1,cm,-1,0,5000000,7000000
